,YEAR,TECHNOLOGY,FUEL,EMISSION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology
1021,2022,,,,,,,,,,,4.264088e-08,,,,,,,0.0012953088,,,
1022,2022,,,,,,,,,,,1.4213627e-08,,,,,,,0.0012953088,,,
1023,2022,,,,,,,,,,,1.4213627e-07,,,,,,,0.0012953088,,,
1024,2022,,,,,,,,,,,1.2721196e-06,,,,,,,0.0012953088,,,
1025,2022,,,,,,,,,,,0.00010442041,,,,,,,0.0012953088,,,
1026,2022,,,,,,,,,,,0.00014917201,,,,,,,0.0012953088,,,
1027,2022,,,,,,,,,,,0.00014917201,,,,,,,0.0012953088,,,
1028,2022,,,,,,,,,,,1.4924308e-07,,,,,,,0.0012953088,,,
1029,2022,,,,,,,,,,,1.5777126e-06,,,,,,,0.0012953088,,,
1030,2022,,,,,,,,,,,9.5231298e-07,,,,,,,0.0012953088,,,
1031,2022,,,,,,,,,,,2.8427253e-08,,,,,,,0.0012953088,,,
1032,2022,,,,,,,,,,,2.3310348e-06,,,,,,,0.0012953088,,,
1033,2022,,,,,,,,,,,2.132044e-08,,,,,,,0.0012953088,,,
1034,2022,,,,,,,,,,,2.4873847e-07,,,,,,,0.0012953088,,,
1035,2022,,,,,,,,,,,4.5028769e-05,,,,,,,0.0012953088,,,
1036,2022,,,,,,,,,,,4.264088e-08,,,,,,,0.0012953088,,,
1037,2022,,,,,,,,,,,1.4213627e-08,,,,,,,0.0012953088,,,
1038,2022,,,,,,,,,,,1.4213627e-07,,,,,,,0.0012953088,,,
1039,2022,,,,,,,,,,,1.2721196e-06,,,,,,,0.0012953088,,,
1040,2023,AEROSOLS,AEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
1041,2023,AEROSOLS,,CO2e_IPPU,,,,0.0002,,,,,,,,,,,,,,
1042,2023,AEROSOLS,,,0.0002,,,,2e-08,2e-08,,,1.3210552e-08,0.0002,2e-08,,,0.0002,,2.6747339e-08,0.0002,
1043,2023,CARBIDE_PROD,CARBIDE_PROD,,,,,,,,,,,,,0.0004,0.0004,,,,,
1044,2023,CARBIDE_PROD,,CO2e_IPPU,,,,0.00044,,,,,,,,,,,,,,
1045,2023,CARBIDE_PROD,,,0.0004,,,,4e-08,4e-08,,,2.6421103e-08,0.0004,4e-08,,,0.0004,,5.3494678e-08,0.0004,
1046,2023,CARBONATE,CARBONATE,,,,,,,,,,,,,0.0142,0.0142,,,,,
1047,2023,CARBONATE,,CO2e_IPPU,,,,0.00589158,,,,,,,,,,,,,,
1048,2023,CARBONATE,,,0.0142,,,,1.42e-06,1.42e-06,,,9.3794917e-07,0.0142,1.42e-06,,,0.0142,,1.8990611e-06,0.0142,
1049,2023,FIRE_PROT,FIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
1050,2023,FIRE_PROT,,CO2e_IPPU,,,,0.0006,,,,,,,,,,,,,,
1051,2023,FIRE_PROT,,,0.0006,,,,6e-08,6e-08,,,3.9631655e-08,0.0006,6e-08,,,0.0006,,8.0242017e-08,0.0006,
1052,2023,FLUOR_GLASS,FLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
1053,2023,FLUOR_GLASS,,CO2e_IPPU,,,,0.002,,,,,,,,,,,,,,
1054,2023,FLUOR_GLASS,,,0.002,,,,2e-07,2e-07,,,1.3210552e-07,0.002,2e-07,,,0.002,,2.6747339e-07,0.002,
1055,2023,GLASS_PROD,GLASS_PROD,,,,,,,,,,,,,0.0235,0.0235,,,,,
1056,2023,GLASS_PROD,,CO2e_IPPU,,,,0.0235,,,,,,,,,,,,,,
1057,2023,GLASS_PROD,,,0.0235,,,,2.35e-06,2.35e-06,,,1.5522398e-06,0.0235,2.35e-06,,,0.0235,,3.1428123e-06,0.0235,
1058,2023,IMP_REFR_AC,REFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
1059,2023,IMP_REFR_AC,,CO2e_IPPU,,,,0.6336,,,,,,,,,,,,,,
1060,2023,IMP_REFR_AC,,,0.6336,,,,6.336e-05,6.336e-05,,,4.1851028e-05,0.6336,6.336e-05,,,0.6336,,8.473557e-05,0.6336,
1061,2023,LIME_PROD,LIME_PROD,,,,,,,,,,,,,0.0021,0.0021,,,,,
1062,2023,LIME_PROD,,CO2e_IPPU,,,,0.0021,,,,,,,,,,,,,,
1063,2023,LIME_PROD,,,99999.0,,,,2.1e-07,2.1e-07,,,1.3871079e-07,99999.0,2.1e-07,,,99999.0,,2.8084706e-07,0.0021,
1064,2023,LUBRI_GREASE,LUBRI_GREASE,,,,,,,,,,,,,0.0003,0.0003,,,,,
1065,2023,LUBRI_GREASE,,CO2e_IPPU,,,,4.422e-05,,,,,,,,,,,,,,
1066,2023,LUBRI_GREASE,,,0.0003,,,,3e-08,3e-08,,,1.9815827e-08,0.0003,3e-08,,,0.0003,,4.0121008e-08,0.0003,
1067,2023,LUBRI_OILS,LUBRI_OILS,,,,,,,,,,,,,0.0347,0.0347,,,,,
1068,2023,LUBRI_OILS,,CO2e_IPPU,,,,0.02045912,,,,,,,,,,,,,,
1069,2023,LUBRI_OILS,,,0.0347,,,,3.47e-06,3.47e-06,,,2.2920307e-06,0.0347,3.47e-06,,,0.0347,,4.6406633e-06,0.0347,
1070,2023,PARAFFIN,PARAFFIN,,,,,,,,,,,,,0.0038,0.0038,,,,,
1071,2023,PARAFFIN,,CO2e_IPPU,,,,0.00224048,,,,,,,,,,,,,,
1072,2023,PARAFFIN,,,0.0038,,,,3.8e-07,3.8e-07,,,2.5100048e-07,0.0038,3.8e-07,,,0.0038,,5.0819944e-07,0.0038,
1073,2023,PROD_CEM,CEM_PROD,,,,,,,,,,,,,2.1251,2.1251,,,,,
1074,2023,PROD_CEM,CLK_PROD,,,,,,,,,,,,,,,,,,,1.48757
1075,2023,PROD_CEM,RAW_MAT_CEM,,,,,,,,,,,,,,,,,,,0.63753
1076,2023,PROD_CEM,,,99999.0,,,,0.00021251,0.00021251,,,0.00014036872,99999.0,0.00021251,,,99999.0,,0.00028420385,2.1251,
1077,2023,PROD_CLK_TRAD,CLK_PROD,,,,,,,,,,,,,1.48757,1.48757,,,,,
1078,2023,PROD_CLK_TRAD,RAW_MAT_CLK,,,,,,,,,,,,,,,,,,,1.48757
1079,2023,PROD_CLK_TRAD,,CO2e_IPPU,,,,0.77398565,,,,,,,,,,,,,,
1080,2023,PROD_CLK_TRAD,,,99999.0,,,,0.000148757,0.000148757,,,9.8258102e-05,99999.0,0.000148757,,,99999.0,,0.00019894269,1.48757,
1081,2023,RAW_MAT_CEM,RAW_MAT_CEM,,,,,,,,,,,,,0.63753,0.63753,,,,,
1082,2023,RAW_MAT_CEM,,,99999.0,,,,6.3753e-05,6.3753e-05,,,4.2110615e-05,99999.0,6.3753e-05,,,99999.0,,8.5261155e-05,0.63753,
1083,2023,RAW_MAT_CLK,RAW_MAT_CLK,,,,,,,,,,,,,1.48757,1.48757,,,,,
1084,2023,RAW_MAT_CLK,,,99999.0,,,,0.000148757,0.000148757,,,9.8258102e-05,99999.0,0.000148757,,,99999.0,,0.00019894269,1.48757,
1085,2023,SF6_USE,SF6_USE,,,,,,,,,,,,,0.0183,0.0183,,,,,
1086,2023,SF6_USE,,CO2e_IPPU,,,,0.00043737,,,,,,,,,,,,,,
1087,2023,SF6_USE,,,0.0183,,,,1.83e-06,1.83e-06,,,1.2087655e-06,0.0183,1.83e-06,,,0.0183,,2.4473815e-06,0.0183,
1088,2023,T5AEROSOLSIPPU,AEROSOLS,,,,,,,,,,,,,,,,,,,0.0002
1089,2023,T5AEROSOLSIPPU,E5IPPUAEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
1090,2023,T5AEROSOLSIPPU,,,99999.0,,,,2e-08,2e-08,,,1.3210552e-08,99999.0,2e-08,,,99999.0,,2.6747339e-08,0.0002,
1091,2023,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,,,,,,,,,,,,,,,,,,0.0004
1092,2023,T5CARBIDE_PRODIPPU,E5IPPUCARBIDE_PROD,,,,,,,,,,,,,0.0004,0.0004,,,,,
1093,2023,T5CARBIDE_PRODIPPU,,,99999.0,,,,4e-08,4e-08,,,2.6421103e-08,99999.0,4e-08,,,99999.0,,5.3494678e-08,0.0004,
1094,2023,T5CARBONATEIPPU,CARBONATE,,,,,,,,,,,,,,,,,,,0.0142
1095,2023,T5CARBONATEIPPU,E5IPPUCARBONATE,,,,,,,,,,,,,0.0142,0.0142,,,,,
1096,2023,T5CARBONATEIPPU,,,99999.0,,,,1.42e-06,1.42e-06,,,9.3794917e-07,99999.0,1.42e-06,,,99999.0,,1.8990611e-06,0.0142,
1097,2023,T5CEM_PRODIND,CEM_PROD,,,,,,,,,,,,,,,,,,,2.1251
1098,2023,T5CEM_PRODIND,E5INDCEM_PROD,,,,,,,,,,,,,2.1251,2.1251,,,,,
1099,2023,T5CEM_PRODIND,,,99999.0,,,,0.00021251,0.00021251,,,0.00014036872,99999.0,0.00021251,,,99999.0,,0.00028420385,2.1251,
1100,2023,T5FIRE_PROTIPPU,E5IPPUFIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
1101,2023,T5FIRE_PROTIPPU,FIRE_PROT,,,,,,,,,,,,,,,,,,,0.0006
1102,2023,T5FIRE_PROTIPPU,,,99999.0,,,,6e-08,6e-08,,,3.9631655e-08,99999.0,6e-08,,,99999.0,,8.0242017e-08,0.0006,
1103,2023,T5FLUOR_GLASSIPPU,E5IPPUFLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
1104,2023,T5FLUOR_GLASSIPPU,FLUOR_GLASS,,,,,,,,,,,,,,,,,,,0.002
1105,2023,T5FLUOR_GLASSIPPU,,,99999.0,,,,2e-07,2e-07,,,1.3210552e-07,99999.0,2e-07,,,99999.0,,2.6747339e-07,0.002,
1106,2023,T5GLASS_PRODIPPU,E5IPPUGLASS_PROD,,,,,,,,,,,,,0.0235,0.0235,,,,,
1107,2023,T5GLASS_PRODIPPU,GLASS_PROD,,,,,,,,,,,,,,,,,,,0.0235
1108,2023,T5GLASS_PRODIPPU,,,99999.0,,,,2.35e-06,2.35e-06,,,1.5522398e-06,99999.0,2.35e-06,,,99999.0,,3.1428123e-06,0.0235,
1109,2023,T5LIME_PRODIPPU,E5IPPULIME_PROD,,,,,,,,,,,,,0.0021,0.0021,,,,,
1110,2023,T5LIME_PRODIPPU,LIME_PROD,,,,,,,,,,,,,,,,,,,0.0021
1111,2023,T5LIME_PRODIPPU,,,99999.0,,,,2.1e-07,2.1e-07,,,1.3871079e-07,99999.0,2.1e-07,,,99999.0,,2.8084706e-07,0.0021,
1112,2023,T5LUBRI_GREASEIPPU,E5IPPULUBRI_GREASE,,,,,,,,,,,,,0.0003,0.0003,,,,,
1113,2023,T5LUBRI_GREASEIPPU,LUBRI_GREASE,,,,,,,,,,,,,,,,,,,0.0003
1114,2023,T5LUBRI_GREASEIPPU,,,99999.0,,,,3e-08,3e-08,,,1.9815827e-08,99999.0,3e-08,,,99999.0,,4.0121008e-08,0.0003,
1115,2023,T5LUBRI_OILSIPPU,E5IPPULUBRI_OILS,,,,,,,,,,,,,0.0347,0.0347,,,,,
1116,2023,T5LUBRI_OILSIPPU,LUBRI_OILS,,,,,,,,,,,,,,,,,,,0.0347
1117,2023,T5LUBRI_OILSIPPU,,,99999.0,,,,3.47e-06,3.47e-06,,,2.2920307e-06,99999.0,3.47e-06,,,99999.0,,4.6406633e-06,0.0347,
1118,2023,T5PARAFFINIPPU,E5IPPUPARAFFIN,,,,,,,,,,,,,0.0038,0.0038,,,,,
1119,2023,T5PARAFFINIPPU,PARAFFIN,,,,,,,,,,,,,,,,,,,0.0038
1120,2023,T5PARAFFINIPPU,,,99999.0,,,,3.8e-07,3.8e-07,,,2.5100048e-07,99999.0,3.8e-07,,,99999.0,,5.0819944e-07,0.0038,
1121,2023,T5REFR_ACIPPU,E5IPPUREFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
1122,2023,T5REFR_ACIPPU,REFR_AC,,,,,,,,,,,,,,,,,,,0.6336
1123,2023,T5REFR_ACIPPU,,,99999.0,,,,6.336e-05,6.336e-05,,,4.1851028e-05,99999.0,6.336e-05,,,99999.0,,8.473557e-05,0.6336,
1124,2023,T5SF6_USEIPPU,E5IPPUSF6_USE,,,,,,,,,,,,,0.0183,0.0183,,,,,
1125,2023,T5SF6_USEIPPU,SF6_USE,,,,,,,,,,,,,,,,,,,0.0183
1126,2023,T5SF6_USEIPPU,,,99999.0,,,,1.83e-06,1.83e-06,,,1.2087655e-06,99999.0,1.83e-06,,,99999.0,,2.4473815e-06,0.0183,
1127,2023,,E5INDCEM_PROD,,,,,,,,2.1251,,,,,,,,,,,
1128,2023,,E5IPPUAEROSOLS,,,,,,,,0.0002,,,,,,,,,,,
1129,2023,,E5IPPUCARBIDE_PROD,,,,,,,,0.0004,,,,,,,,,,,
1130,2023,,E5IPPUCARBONATE,,,,,,,,0.0142,,,,,,,,,,,
1131,2023,,E5IPPUFIRE_PROT,,,,,,,,0.0006,,,,,,,,,,,
1132,2023,,E5IPPUFLUOR_GLASS,,,,,,,,0.002,,,,,,,,,,,
1133,2023,,E5IPPUGLASS_PROD,,,,,,,,0.0235,,,,,,,,,,,
1134,2023,,E5IPPULIME_PROD,,,,,,,,0.0021,,,,,,,,,,,
1135,2023,,E5IPPULUBRI_GREASE,,,,,,,,0.0003,,,,,,,,,,,
1136,2023,,E5IPPULUBRI_OILS,,,,,,,,0.0347,,,,,,,,,,,
1137,2023,,E5IPPUPARAFFIN,,,,,,,,0.0038,,,,,,,,,,,
1138,2023,,E5IPPUREFR_AC,,,,,,,,0.6336,,,,,,,,,,,
1139,2023,,E5IPPUSF6_USE,,,,,,,,0.0183,,,,,,,,,,,
1140,2023,,,CO2e_IPPU,,1.4654984,,,,,,,,,,,,,,,,
1141,2023,,,,,,,,,,,0.00010068459,,,,,,,0.0012477995,,,
1142,2023,,,,,,,,,,,4.315054e-05,,,,,,,0.0012477995,,,
1143,2023,,,,,,,,,,,1.4213627e-07,,,,,,,0.0012477995,,,
1144,2023,,,,,,,,,,,1.5905725e-06,,,,,,,0.0012477995,,,
1145,2023,,,,,,,,,,,9.6111189e-07,,,,,,,0.0012477995,,,
1146,2023,,,,,,,,,,,2.7073574e-08,,,,,,,0.0012477995,,,
1147,2023,,,,,,,,,,,2.3486326e-06,,,,,,,0.0012477995,,,
1148,2023,,,,,,,,,,,2.0305181e-08,,,,,,,0.0012477995,,,
1149,2023,,,,,,,,,,,2.5719896e-07,,,,,,,0.0012477995,,,
1150,2023,,,,,,,,,,,4.2884542e-05,,,,,,,0.0012477995,,,
1151,2023,,,,,,,,,,,4.0610362e-08,,,,,,,0.0012477995,,,
1152,2023,,,,,,,,,,,1.3536787e-08,,,,,,,0.0012477995,,,
1153,2023,,,,,,,,,,,1.3536787e-07,,,,,,,0.0012477995,,,
1154,2023,,,,,,,,,,,1.238616e-06,,,,,,,0.0012477995,,,
1155,2023,,,,,,,,,,,0.00010068459,,,,,,,0.0012477995,,,
1156,2023,,,,,,,,,,,0.00014383513,,,,,,,0.0012477995,,,
1157,2023,,,,,,,,,,,0.00014383513,,,,,,,0.0012477995,,,
1158,2023,,,,,,,,,,,1.4213627e-07,,,,,,,0.0012477995,,,
1159,2023,,,,,,,,,,,1.5905725e-06,,,,,,,0.0012477995,,,
1160,2023,,,,,,,,,,,9.6111189e-07,,,,,,,0.0012477995,,,
1161,2023,,,,,,,,,,,2.7073574e-08,,,,,,,0.0012477995,,,
1162,2023,,,,,,,,,,,2.3486326e-06,,,,,,,0.0012477995,,,
1163,2023,,,,,,,,,,,2.0305181e-08,,,,,,,0.0012477995,,,
1164,2023,,,,,,,,,,,2.5719896e-07,,,,,,,0.0012477995,,,
1165,2023,,,,,,,,,,,4.2884542e-05,,,,,,,0.0012477995,,,
1166,2023,,,,,,,,,,,4.0610362e-08,,,,,,,0.0012477995,,,
1167,2023,,,,,,,,,,,1.3536787e-08,,,,,,,0.0012477995,,,
1168,2023,,,,,,,,,,,1.3536787e-07,,,,,,,0.0012477995,,,
1169,2023,,,,,,,,,,,1.238616e-06,,,,,,,0.0012477995,,,
1170,2024,AEROSOLS,AEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
1171,2024,AEROSOLS,,CO2e_IPPU,,,,0.0002,,,,,,,,,,,,,,
1172,2024,AEROSOLS,,,0.0002,,,,2e-08,2e-08,,,1.2581478e-08,0.0002,2e-08,,,0.0002,,2.5473656e-08,0.0002,
1173,2024,CARBIDE_PROD,CARBIDE_PROD,,,,,,,,,,,,,0.0005,0.0005,,,,,
1174,2024,CARBIDE_PROD,,CO2e_IPPU,,,,0.00055,,,,,,,,,,,,,,
1175,2024,CARBIDE_PROD,,,0.0005,,,,5e-08,5e-08,,,3.1453694e-08,0.0005,5e-08,,,0.0005,,6.368414e-08,0.0005,
1176,2024,CARBONATE,CARBONATE,,,,,,,,,,,,,0.015,0.015,,,,,
1177,2024,CARBONATE,,CO2e_IPPU,,,,0.0062235,,,,,,,,,,,,,,
1178,2024,CARBONATE,,,0.015,,,,1.5e-06,1.5e-06,,,9.4361083e-07,0.015,1.5e-06,,,0.015,,1.9105242e-06,0.015,
1179,2024,FIRE_PROT,FIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
1180,2024,FIRE_PROT,,CO2e_IPPU,,,,0.0006,,,,,,,,,,,,,,
1181,2024,FIRE_PROT,,,0.0006,,,,6e-08,6e-08,,,3.7744433e-08,0.0006,6e-08,,,0.0006,,7.6420968e-08,0.0006,
1182,2024,FLUOR_GLASS,FLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
1183,2024,FLUOR_GLASS,,CO2e_IPPU,,,,0.002,,,,,,,,,,,,,,
1184,2024,FLUOR_GLASS,,,0.002,,,,2e-07,2e-07,,,1.2581478e-07,0.002,2e-07,,,0.002,,2.5473656e-07,0.002,
1185,2024,GLASS_PROD,GLASS_PROD,,,,,,,,,,,,,0.0249,0.0249,,,,,
1186,2024,GLASS_PROD,,CO2e_IPPU,,,,0.0249,,,,,,,,,,,,,,
1187,2024,GLASS_PROD,,,0.0249,,,,2.49e-06,2.49e-06,,,1.566394e-06,0.0249,2.49e-06,,,0.0249,,3.1714702e-06,0.0249,
1188,2024,IMP_REFR_AC,REFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
1189,2024,IMP_REFR_AC,,CO2e_IPPU,,,,0.6336,,,,,,,,,,,,,,
1190,2024,IMP_REFR_AC,,,0.6336,,,,6.336e-05,6.336e-05,,,3.9858122e-05,0.6336,6.336e-05,,,0.6336,,8.0700542e-05,0.6336,
1191,2024,LIME_PROD,LIME_PROD,,,,,,,,,,,,,0.0021,0.0021,,,,,
1192,2024,LIME_PROD,,CO2e_IPPU,,,,0.0021,,,,,,,,,,,,,,
1193,2024,LIME_PROD,,,99999.0,,,,2.1e-07,2.1e-07,,,1.3210552e-07,99999.0,2.1e-07,,,99999.0,,2.6747339e-07,0.0021,
1194,2024,LUBRI_GREASE,LUBRI_GREASE,,,,,,,,,,,,,0.0003,0.0003,,,,,
1195,2024,LUBRI_GREASE,,CO2e_IPPU,,,,4.422e-05,,,,,,,,,,,,,,
1196,2024,LUBRI_GREASE,,,0.0003,,,,3e-08,3e-08,,,1.8872217e-08,0.0003,3e-08,,,0.0003,,3.8210484e-08,0.0003,
1197,2024,LUBRI_OILS,LUBRI_OILS,,,,,,,,,,,,,0.0367,0.0367,,,,,
1198,2024,LUBRI_OILS,,CO2e_IPPU,,,,0.02163832,,,,,,,,,,,,,,
1199,2024,LUBRI_OILS,,,0.0367,,,,3.67e-06,3.67e-06,,,2.3087012e-06,0.0367,3.67e-06,,,0.0367,,4.6744159e-06,0.0367,
1200,2024,PARAFFIN,PARAFFIN,,,,,,,,,,,,,0.004,0.004,,,,,
1201,2024,PARAFFIN,,CO2e_IPPU,,,,0.0023584,,,,,,,,,,,,,,
1202,2024,PARAFFIN,,,0.004,,,,4e-07,4e-07,,,2.5162956e-07,0.004,4e-07,,,0.004,,5.0947312e-07,0.004,
1203,2024,PROD_CEM,CEM_PROD,,,,,,,,,,,,,2.1515,2.1515,,,,,
1204,2024,PROD_CEM,CLK_PROD,,,,,,,,,,,,,,,,,,,1.50605
1205,2024,PROD_CEM,RAW_MAT_CEM,,,,,,,,,,,,,,,,,,,0.64545
1206,2024,PROD_CEM,,,99999.0,,,,0.00021515,0.00021515,,,0.00013534525,99999.0,0.00021515,,,99999.0,,0.00027403286,2.1515,
1207,2024,PROD_CLK_TRAD,CLK_PROD,,,,,,,,,,,,,1.50605,1.50605,,,,,
1208,2024,PROD_CLK_TRAD,RAW_MAT_CLK,,,,,,,,,,,,,,,,,,,1.50605
1209,2024,PROD_CLK_TRAD,,CO2e_IPPU,,,,0.78360083,,,,,,,,,,,,,,
1210,2024,PROD_CLK_TRAD,,,99999.0,,,,0.000150605,0.000150605,,,9.4741673e-05,99999.0,0.000150605,,,99999.0,,0.000191823,1.50605,
1211,2024,RAW_MAT_CEM,RAW_MAT_CEM,,,,,,,,,,,,,0.64545,0.64545,,,,,
1212,2024,RAW_MAT_CEM,,,99999.0,,,,6.4545e-05,6.4545e-05,,,4.0603574e-05,99999.0,6.4545e-05,,,99999.0,,8.2209857e-05,0.64545,
1213,2024,RAW_MAT_CLK,RAW_MAT_CLK,,,,,,,,,,,,,1.50605,1.50605,,,,,
1214,2024,RAW_MAT_CLK,,,99999.0,,,,0.000150605,0.000150605,,,9.4741673e-05,99999.0,0.000150605,,,99999.0,,0.000191823,1.50605,
1215,2024,SF6_USE,SF6_USE,,,,,,,,,,,,,0.0186,0.0186,,,,,
1216,2024,SF6_USE,,CO2e_IPPU,,,,0.00044454,,,,,,,,,,,,,,
1217,2024,SF6_USE,,,0.0186,,,,1.86e-06,1.86e-06,,,1.1700774e-06,0.0186,1.86e-06,,,0.0186,,2.36905e-06,0.0186,
1218,2024,T5AEROSOLSIPPU,AEROSOLS,,,,,,,,,,,,,,,,,,,0.0002
1219,2024,T5AEROSOLSIPPU,E5IPPUAEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
1220,2024,T5AEROSOLSIPPU,,,99999.0,,,,2e-08,2e-08,,,1.2581478e-08,99999.0,2e-08,,,99999.0,,2.5473656e-08,0.0002,
1221,2024,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,,,,,,,,,,,,,,,,,,0.0005
1222,2024,T5CARBIDE_PRODIPPU,E5IPPUCARBIDE_PROD,,,,,,,,,,,,,0.0005,0.0005,,,,,
1223,2024,T5CARBIDE_PRODIPPU,,,99999.0,,,,5e-08,5e-08,,,3.1453694e-08,99999.0,5e-08,,,99999.0,,6.368414e-08,0.0005,
1224,2024,T5CARBONATEIPPU,CARBONATE,,,,,,,,,,,,,,,,,,,0.015
1225,2024,T5CARBONATEIPPU,E5IPPUCARBONATE,,,,,,,,,,,,,0.015,0.015,,,,,
1226,2024,T5CARBONATEIPPU,,,99999.0,,,,1.5e-06,1.5e-06,,,9.4361083e-07,99999.0,1.5e-06,,,99999.0,,1.9105242e-06,0.015,
1227,2024,T5CEM_PRODIND,CEM_PROD,,,,,,,,,,,,,,,,,,,2.1515
1228,2024,T5CEM_PRODIND,E5INDCEM_PROD,,,,,,,,,,,,,2.1515,2.1515,,,,,
1229,2024,T5CEM_PRODIND,,,99999.0,,,,0.00021515,0.00021515,,,0.00013534525,99999.0,0.00021515,,,99999.0,,0.00027403286,2.1515,
1230,2024,T5FIRE_PROTIPPU,E5IPPUFIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
1231,2024,T5FIRE_PROTIPPU,FIRE_PROT,,,,,,,,,,,,,,,,,,,0.0006
1232,2024,T5FIRE_PROTIPPU,,,99999.0,,,,6e-08,6e-08,,,3.7744433e-08,99999.0,6e-08,,,99999.0,,7.6420968e-08,0.0006,
1233,2024,T5FLUOR_GLASSIPPU,E5IPPUFLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
1234,2024,T5FLUOR_GLASSIPPU,FLUOR_GLASS,,,,,,,,,,,,,,,,,,,0.002
1235,2024,T5FLUOR_GLASSIPPU,,,99999.0,,,,2e-07,2e-07,,,1.2581478e-07,99999.0,2e-07,,,99999.0,,2.5473656e-07,0.002,
1236,2024,T5GLASS_PRODIPPU,E5IPPUGLASS_PROD,,,,,,,,,,,,,0.0249,0.0249,,,,,
1237,2024,T5GLASS_PRODIPPU,GLASS_PROD,,,,,,,,,,,,,,,,,,,0.0249
1238,2024,T5GLASS_PRODIPPU,,,99999.0,,,,2.49e-06,2.49e-06,,,1.566394e-06,99999.0,2.49e-06,,,99999.0,,3.1714702e-06,0.0249,
1239,2024,T5LIME_PRODIPPU,E5IPPULIME_PROD,,,,,,,,,,,,,0.0021,0.0021,,,,,
1240,2024,T5LIME_PRODIPPU,LIME_PROD,,,,,,,,,,,,,,,,,,,0.0021
1241,2024,T5LIME_PRODIPPU,,,99999.0,,,,2.1e-07,2.1e-07,,,1.3210552e-07,99999.0,2.1e-07,,,99999.0,,2.6747339e-07,0.0021,
1242,2024,T5LUBRI_GREASEIPPU,E5IPPULUBRI_GREASE,,,,,,,,,,,,,0.0003,0.0003,,,,,
1243,2024,T5LUBRI_GREASEIPPU,LUBRI_GREASE,,,,,,,,,,,,,,,,,,,0.0003
1244,2024,T5LUBRI_GREASEIPPU,,,99999.0,,,,3e-08,3e-08,,,1.8872217e-08,99999.0,3e-08,,,99999.0,,3.8210484e-08,0.0003,
1245,2024,T5LUBRI_OILSIPPU,E5IPPULUBRI_OILS,,,,,,,,,,,,,0.0367,0.0367,,,,,
1246,2024,T5LUBRI_OILSIPPU,LUBRI_OILS,,,,,,,,,,,,,,,,,,,0.0367
1247,2024,T5LUBRI_OILSIPPU,,,99999.0,,,,3.67e-06,3.67e-06,,,2.3087012e-06,99999.0,3.67e-06,,,99999.0,,4.6744159e-06,0.0367,
1248,2024,T5PARAFFINIPPU,E5IPPUPARAFFIN,,,,,,,,,,,,,0.004,0.004,,,,,
1249,2024,T5PARAFFINIPPU,PARAFFIN,,,,,,,,,,,,,,,,,,,0.004
1250,2024,T5PARAFFINIPPU,,,99999.0,,,,4e-07,4e-07,,,2.5162956e-07,99999.0,4e-07,,,99999.0,,5.0947312e-07,0.004,
1251,2024,T5REFR_ACIPPU,E5IPPUREFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
1252,2024,T5REFR_ACIPPU,REFR_AC,,,,,,,,,,,,,,,,,,,0.6336
1253,2024,T5REFR_ACIPPU,,,99999.0,,,,6.336e-05,6.336e-05,,,3.9858122e-05,99999.0,6.336e-05,,,99999.0,,8.0700542e-05,0.6336,
1254,2024,T5SF6_USEIPPU,E5IPPUSF6_USE,,,,,,,,,,,,,0.0186,0.0186,,,,,
1255,2024,T5SF6_USEIPPU,SF6_USE,,,,,,,,,,,,,,,,,,,0.0186
1256,2024,T5SF6_USEIPPU,,,99999.0,,,,1.86e-06,1.86e-06,,,1.1700774e-06,99999.0,1.86e-06,,,99999.0,,2.36905e-06,0.0186,
1257,2024,,E5INDCEM_PROD,,,,,,,,2.1515,,,,,,,,,,,
1258,2024,,E5IPPUAEROSOLS,,,,,,,,0.0002,,,,,,,,,,,
1259,2024,,E5IPPUCARBIDE_PROD,,,,,,,,0.0005,,,,,,,,,,,
