,YEAR,TECHNOLOGY,FUEL,EMISSION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology
2346,2033,FLUOR_GLASS,FLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
2347,2033,FLUOR_GLASS,,CO2e_IPPU,,,,0.002,,,,,,,,,,,,,,
2348,2033,FLUOR_GLASS,,,0.002,,,,2e-07,2e-07,,,8.1101327e-08,0.002,2e-07,,,0.002,,1.6420546e-07,0.002,
2349,2033,GLASS_PROD,GLASS_PROD,,,,,,,,,,,,,0.0415,0.0415,,,,,
2350,2033,GLASS_PROD,,CO2e_IPPU,,,,0.0415,,,,,,,,,,,,,,
2351,2033,GLASS_PROD,,,0.0415,,,,4.15e-06,4.15e-06,,,1.6828525e-06,0.0415,4.15e-06,,,0.0415,,3.4072633e-06,0.0415,
2352,2033,IMP_REFR_AC,REFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
2353,2033,IMP_REFR_AC,,CO2e_IPPU,,,,0.6336,,,,,,,,,,,,,,
2354,2033,IMP_REFR_AC,,,0.6336,,,,6.336e-05,6.336e-05,,,2.5692901e-05,0.6336,6.336e-05,,,0.6336,,5.2020289e-05,0.6336,
2355,2033,LIME_PROD,LIME_PROD,,,,,,,,,,,,,0.0024,0.0024,,,,,
2356,2033,LIME_PROD,,CO2e_IPPU,,,,0.0024,,,,,,,,,,,,,,
2357,2033,LIME_PROD,,,99999.0,,,,2.4e-07,2.4e-07,,,9.7321593e-08,99999.0,2.4e-07,,,99999.0,,1.9704655e-07,0.0024,
2358,2033,LUBRI_GREASE,LUBRI_GREASE,,,,,,,,,,,,,0.0005,0.0005,,,,,
2359,2033,LUBRI_GREASE,,CO2e_IPPU,,,,7.37e-05,,,,,,,,,,,,,,
2360,2033,LUBRI_GREASE,,,0.0005,,,,5e-08,5e-08,,,2.0275332e-08,0.0005,5e-08,,,0.0005,,4.1051365e-08,0.0005,
2361,2033,LUBRI_OILS,LUBRI_OILS,,,,,,,,,,,,,0.0614,0.0614,,,,,
2362,2033,LUBRI_OILS,,CO2e_IPPU,,,,0.03620144,,,,,,,,,,,,,,
2363,2033,LUBRI_OILS,,,0.0614,,,,6.14e-06,6.14e-06,,,2.4898108e-06,0.0614,6.14e-06,,,0.0614,,5.0411076e-06,0.0614,
2364,2033,PARAFFIN,PARAFFIN,,,,,,,,,,,,,0.0066,0.0066,,,,,
2365,2033,PARAFFIN,,CO2e_IPPU,,,,0.00389136,,,,,,,,,,,,,,
2366,2033,PARAFFIN,,,0.0066,,,,6.6e-07,6.6e-07,,,2.6763438e-07,0.0066,6.6e-07,,,0.0066,,5.4187801e-07,0.0066,
2367,2033,PROD_CEM,CEM_PROD,,,,,,,,,,,,,2.4045,2.4045,,,,,
2368,2033,PROD_CEM,CLK_PROD,,,,,,,,,,,,,,,,,,,1.68315
2369,2033,PROD_CEM,RAW_MAT_CEM,,,,,,,,,,,,,,,,,,,0.72135
2370,2033,PROD_CEM,,,99999.0,,,,0.00024045,0.00024045,,,9.7504071e-05,99999.0,0.00024045,,,99999.0,,0.00019741601,2.4045,
2371,2033,PROD_CLK_TRAD,CLK_PROD,,,,,,,,,,,,,1.68315,1.68315,,,,,
2372,2033,PROD_CLK_TRAD,RAW_MAT_CLK,,,,,,,,,,,,,,,,,,,1.68315
2373,2033,PROD_CLK_TRAD,,CO2e_IPPU,,,,0.87574631,,,,,,,,,,,,,,
2374,2033,PROD_CLK_TRAD,,,99999.0,,,,0.000168315,0.000168315,,,6.825285e-05,99999.0,0.000168315,,,99999.0,,0.00013819121,1.68315,
2375,2033,RAW_MAT_CEM,RAW_MAT_CEM,,,,,,,,,,,,,0.72135,0.72135,,,,,
2376,2033,RAW_MAT_CEM,,,99999.0,,,,7.2135e-05,7.2135e-05,,,2.9251221e-05,99999.0,7.2135e-05,,,99999.0,,5.9224804e-05,0.72135,
2377,2033,RAW_MAT_CLK,RAW_MAT_CLK,,,,,,,,,,,,,1.68315,1.68315,,,,,
2378,2033,RAW_MAT_CLK,,,99999.0,,,,0.000168315,0.000168315,,,6.825285e-05,99999.0,0.000168315,,,99999.0,,0.00013819121,1.68315,
2379,2033,SF6_USE,SF6_USE,,,,,,,,,,,,,0.0219,0.0219,,,,,
2380,2033,SF6_USE,,CO2e_IPPU,,,,0.00052341,,,,,,,,,,,,,,
2381,2033,SF6_USE,,,0.0219,,,,2.19e-06,2.19e-06,,,8.8805954e-07,0.0219,2.19e-06,,,0.0219,,1.7980498e-06,0.0219,
2382,2033,T5AEROSOLSIPPU,AEROSOLS,,,,,,,,,,,,,,,,,,,0.0002
2383,2033,T5AEROSOLSIPPU,E5IPPUAEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
2384,2033,T5AEROSOLSIPPU,,,99999.0,,,,2e-08,2e-08,,,,99999.0,2e-08,,,99999.0,,1.6420546e-08,0.0002,
2385,2033,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,,,,,,,,,,,,,,,,,,0.0008
2386,2033,T5CARBIDE_PRODIPPU,E5IPPUCARBIDE_PROD,,,,,,,,,,,,,0.0008,0.0008,,,,,
2387,2033,T5CARBIDE_PRODIPPU,,,99999.0,,,,8e-08,8e-08,,,3.2440531e-08,99999.0,8e-08,,,99999.0,,6.5682183e-08,0.0008,
2388,2033,T5CARBONATEIPPU,CARBONATE,,,,,,,,,,,,,,,,,,,0.025
2389,2033,T5CARBONATEIPPU,E5IPPUCARBONATE,,,,,,,,,,,,,0.025,0.025,,,,,
2390,2033,T5CARBONATEIPPU,,,99999.0,,,,2.5e-06,2.5e-06,,,1.0137666e-06,99999.0,2.5e-06,,,99999.0,,2.0525682e-06,0.025,
2391,2033,T5CEM_PRODIND,CEM_PROD,,,,,,,,,,,,,,,,,,,2.4045
2392,2033,T5CEM_PRODIND,E5INDCEM_PROD,,,,,,,,,,,,,2.4045,2.4045,,,,,
2393,2033,T5CEM_PRODIND,,,99999.0,,,,0.00024045,0.00024045,,,9.7504071e-05,99999.0,0.00024045,,,99999.0,,0.00019741601,2.4045,
2394,2033,T5FIRE_PROTIPPU,E5IPPUFIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
2395,2033,T5FIRE_PROTIPPU,FIRE_PROT,,,,,,,,,,,,,,,,,,,0.0006
2396,2033,T5FIRE_PROTIPPU,,,99999.0,,,,6e-08,6e-08,,,2.4330398e-08,99999.0,6e-08,,,99999.0,,4.9261638e-08,0.0006,
2397,2033,T5FLUOR_GLASSIPPU,E5IPPUFLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
2398,2033,T5FLUOR_GLASSIPPU,FLUOR_GLASS,,,,,,,,,,,,,,,,,,,0.002
2399,2033,T5FLUOR_GLASSIPPU,,,99999.0,,,,2e-07,2e-07,,,8.1101327e-08,99999.0,2e-07,,,99999.0,,1.6420546e-07,0.002,
2400,2033,T5GLASS_PRODIPPU,E5IPPUGLASS_PROD,,,,,,,,,,,,,0.0415,0.0415,,,,,
2401,2033,T5GLASS_PRODIPPU,GLASS_PROD,,,,,,,,,,,,,,,,,,,0.0415
2402,2033,T5GLASS_PRODIPPU,,,99999.0,,,,4.15e-06,4.15e-06,,,1.6828525e-06,99999.0,4.15e-06,,,99999.0,,3.4072633e-06,0.0415,
2403,2033,T5LIME_PRODIPPU,E5IPPULIME_PROD,,,,,,,,,,,,,0.0024,0.0024,,,,,
2404,2033,T5LIME_PRODIPPU,LIME_PROD,,,,,,,,,,,,,,,,,,,0.0024
2405,2033,T5LIME_PRODIPPU,,,99999.0,,,,2.4e-07,2.4e-07,,,9.7321593e-08,99999.0,2.4e-07,,,99999.0,,1.9704655e-07,0.0024,
2406,2033,T5LUBRI_GREASEIPPU,E5IPPULUBRI_GREASE,,,,,,,,,,,,,0.0005,0.0005,,,,,
2407,2033,T5LUBRI_GREASEIPPU,LUBRI_GREASE,,,,,,,,,,,,,,,,,,,0.0005
2408,2033,T5LUBRI_GREASEIPPU,,,99999.0,,,,5e-08,5e-08,,,2.0275332e-08,99999.0,5e-08,,,99999.0,,4.1051365e-08,0.0005,
2409,2033,T5LUBRI_OILSIPPU,E5IPPULUBRI_OILS,,,,,,,,,,,,,0.0614,0.0614,,,,,
2410,2033,T5LUBRI_OILSIPPU,LUBRI_OILS,,,,,,,,,,,,,,,,,,,0.0614
2411,2033,T5LUBRI_OILSIPPU,,,99999.0,,,,6.14e-06,6.14e-06,,,2.4898108e-06,99999.0,6.14e-06,,,99999.0,,5.0411076e-06,0.0614,
2412,2033,T5PARAFFINIPPU,E5IPPUPARAFFIN,,,,,,,,,,,,,0.0066,0.0066,,,,,
2413,2033,T5PARAFFINIPPU,PARAFFIN,,,,,,,,,,,,,,,,,,,0.0066
2414,2033,T5PARAFFINIPPU,,,99999.0,,,,6.6e-07,6.6e-07,,,2.6763438e-07,99999.0,6.6e-07,,,99999.0,,5.4187801e-07,0.0066,
2415,2033,T5REFR_ACIPPU,E5IPPUREFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
2416,2033,T5REFR_ACIPPU,REFR_AC,,,,,,,,,,,,,,,,,,,0.6336
2417,2033,T5REFR_ACIPPU,,,99999.0,,,,6.336e-05,6.336e-05,,,2.5692901e-05,99999.0,6.336e-05,,,99999.0,,5.2020289e-05,0.6336,
2418,2033,T5SF6_USEIPPU,E5IPPUSF6_USE,,,,,,,,,,,,,0.0219,0.0219,,,,,
2419,2033,T5SF6_USEIPPU,SF6_USE,,,,,,,,,,,,,,,,,,,0.0219
2420,2033,T5SF6_USEIPPU,,,99999.0,,,,2.19e-06,2.19e-06,,,8.8805954e-07,99999.0,2.19e-06,,,99999.0,,1.7980498e-06,0.0219,
2421,2033,,E5INDCEM_PROD,,,,,,,,2.4045,,,,,,,,,,,
2422,2033,,E5IPPUAEROSOLS,,,,,,,,0.0002,,,,,,,,,,,
2423,2033,,E5IPPUCARBIDE_PROD,,,,,,,,0.0008,,,,,,,,,,,
2424,2033,,E5IPPUCARBONATE,,,,,,,,0.025,,,,,,,,,,,
2425,2033,,E5IPPUFIRE_PROT,,,,,,,,0.0006,,,,,,,,,,,
2426,2033,,E5IPPUFLUOR_GLASS,,,,,,,,0.002,,,,,,,,,,,
2427,2033,,E5IPPUGLASS_PROD,,,,,,,,0.0415,,,,,,,,,,,
2428,2033,,E5IPPULIME_PROD,,,,,,,,0.0024,,,,,,,,,,,
2429,2033,,E5IPPULUBRI_GREASE,,,,,,,,0.0005,,,,,,,,,,,
2430,2033,,E5IPPULUBRI_OILS,,,,,,,,0.0614,,,,,,,,,,,
2431,2033,,E5IPPUPARAFFIN,,,,,,,,0.0066,,,,,,,,,,,
2432,2033,,E5IPPUREFR_AC,,,,,,,,0.6336,,,,,,,,,,,
2433,2033,,E5IPPUSF6_USE,,,,,,,,0.0219,,,,,,,,,,,
2434,2033,,,CO2e_IPPU,,1.6079887,,,,,,,,,,,,,,,,
2435,2033,,,,,,,,,,,6.9938359e-05,,,,,,,0.00086122889,,,
2436,2033,,,,,,,,,,,2.9973582e-05,,,,,,,0.00086122889,,,
2437,2033,,,,,,,,,,,9.9724957e-08,,,,,,,0.00086122889,,,
2438,2033,,,,,,,,,,,1.7244107e-06,,,,,,,0.00086122889,,,
2439,2033,,,,,,,,,,,1.0388016e-06,,,,,,,0.00086122889,,,
2440,2033,,,,,,,,,,,3.3241652e-08,,,,,,,0.00086122889,,,
2441,2033,,,,,,,,,,,2.5512968e-06,,,,,,,0.00086122889,,,
2442,2033,,,,,,,,,,,2.0776033e-08,,,,,,,0.00086122889,,,
2443,2033,,,,,,,,,,,2.7424363e-07,,,,,,,0.00086122889,,,
2444,2033,,,,,,,,,,,2.6327389e-05,,,,,,,0.00086122889,,,
2445,2033,,,,,,,,,,,2.4931239e-08,,,,,,,0.00086122889,,,
2446,2033,,,,,,,,,,,8.3104131e-08,,,,,,,0.00086122889,,,
2447,2033,,,,,,,,,,,9.0999023e-07,,,,,,,0.00086122889,,,
2448,2033,,,,,,,,,,,6.9938359e-05,,,,,,,0.00086122889,,,
2449,2033,,,,,,,,,,,9.9911941e-05,,,,,,,0.00086122889,,,
2450,2033,,,,,,,,,,,9.9911941e-05,,,,,,,0.00086122889,,,
2451,2033,,,,,,,,,,,9.9724957e-08,,,,,,,0.00086122889,,,
2452,2033,,,,,,,,,,,1.7244107e-06,,,,,,,0.00086122889,,,
2453,2033,,,,,,,,,,,1.0388016e-06,,,,,,,0.00086122889,,,
2454,2033,,,,,,,,,,,3.3241652e-08,,,,,,,0.00086122889,,,
2455,2033,,,,,,,,,,,2.5512968e-06,,,,,,,0.00086122889,,,
2456,2033,,,,,,,,,,,2.0776033e-08,,,,,,,0.00086122889,,,
2457,2033,,,,,,,,,,,2.7424363e-07,,,,,,,0.00086122889,,,
2458,2033,,,,,,,,,,,2.6327389e-05,,,,,,,0.00086122889,,,
2459,2033,,,,,,,,,,,2.4931239e-08,,,,,,,0.00086122889,,,
2460,2033,,,,,,,,,,,8.3104131e-08,,,,,,,0.00086122889,,,
2461,2033,,,,,,,,,,,9.0999023e-07,,,,,,,0.00086122889,,,
2462,2034,AEROSOLS,AEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
2463,2034,AEROSOLS,,CO2e_IPPU,,,,0.0002,,,,,,,,,,,,,,
2464,2034,AEROSOLS,,,0.0002,,,,2e-08,2e-08,,,,0.0002,2e-08,,,0.0002,,1.5638615e-08,0.0002,
2465,2034,CARBIDE_PROD,CARBIDE_PROD,,,,,,,,,,,,,0.0008,0.0008,,,,,
2466,2034,CARBIDE_PROD,,CO2e_IPPU,,,,0.00088,,,,,,,,,,,,,,
2467,2034,CARBIDE_PROD,,,0.0008,,,,8e-08,8e-08,,,3.0895744e-08,0.0008,8e-08,,,0.0008,,6.255446e-08,0.0008,
2468,2034,CARBONATE,CARBONATE,,,,,,,,,,,,,0.0265,0.0265,,,,,
2469,2034,CARBONATE,,CO2e_IPPU,,,,0.01099485,,,,,,,,,,,,,,
2470,2034,CARBONATE,,,0.0265,,,,2.65e-06,2.65e-06,,,1.0234215e-06,0.0265,2.65e-06,,,0.0265,,2.0721165e-06,0.0265,
2471,2034,FIRE_PROT,FIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
2472,2034,FIRE_PROT,,CO2e_IPPU,,,,0.0006,,,,,,,,,,,,,,
2473,2034,FIRE_PROT,,,0.0006,,,,6e-08,6e-08,,,2.3171808e-08,0.0006,6e-08,,,0.0006,,4.6915845e-08,0.0006,
2474,2034,FLUOR_GLASS,FLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
2475,2034,FLUOR_GLASS,,CO2e_IPPU,,,,0.002,,,,,,,,,,,,,,
2476,2034,FLUOR_GLASS,,,0.002,,,,2e-07,2e-07,,,7.723936e-08,0.002,2e-07,,,0.002,,1.5638615e-07,0.002,
2477,2034,GLASS_PROD,GLASS_PROD,,,,,,,,,,,,,0.044,0.044,,,,,
2478,2034,GLASS_PROD,,CO2e_IPPU,,,,0.044,,,,,,,,,,,,,,
2479,2034,GLASS_PROD,,,0.044,,,,4.4e-06,4.4e-06,,,1.6992659e-06,0.044,4.4e-06,,,0.044,,3.4404953e-06,0.044,
2480,2034,IMP_REFR_AC,REFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
2481,2034,IMP_REFR_AC,,CO2e_IPPU,,,,0.6336,,,,,,,,,,,,,,
2482,2034,IMP_REFR_AC,,,0.6336,,,,6.336e-05,6.336e-05,,,2.4469429e-05,0.6336,6.336e-05,,,0.6336,,4.9543133e-05,0.6336,
2483,2034,LIME_PROD,LIME_PROD,,,,,,,,,,,,,0.0024,0.0024,,,,,
2484,2034,LIME_PROD,,CO2e_IPPU,,,,0.0024,,,,,,,,,,,,,,
2485,2034,LIME_PROD,,,99999.0,,,,2.4e-07,2.4e-07,,,9.2687231e-08,99999.0,2.4e-07,,,99999.0,,1.8766338e-07,0.0024,
2486,2034,LUBRI_GREASE,LUBRI_GREASE,,,,,,,,,,,,,0.0005,0.0005,,,,,
2487,2034,LUBRI_GREASE,,CO2e_IPPU,,,,7.37e-05,,,,,,,,,,,,,,
2488,2034,LUBRI_GREASE,,,0.0005,,,,5e-08,5e-08,,,1.930984e-08,0.0005,5e-08,,,0.0005,,3.9096538e-08,0.0005,
2489,2034,LUBRI_OILS,LUBRI_OILS,,,,,,,,,,,,,0.065,0.065,,,,,
2490,2034,LUBRI_OILS,,CO2e_IPPU,,,,0.038324,,,,,,,,,,,,,,
2491,2034,LUBRI_OILS,,,0.065,,,,6.5e-06,6.5e-06,,,2.5102792e-06,0.065,6.5e-06,,,0.065,,5.0825499e-06,0.065,
2492,2034,PARAFFIN,PARAFFIN,,,,,,,,,,,,,0.007,0.007,,,,,
2493,2034,PARAFFIN,,CO2e_IPPU,,,,0.0041272,,,,,,,,,,,,,,
2494,2034,PARAFFIN,,,0.007,,,,7e-07,7e-07,,,2.7033776e-07,0.007,7e-07,,,0.007,,5.4735153e-07,0.007,
2495,2034,PROD_CEM,CEM_PROD,,,,,,,,,,,,,2.4344,2.4344,,,,,
2496,2034,PROD_CEM,CLK_PROD,,,,,,,,,,,,,,,,,,,1.70408
2497,2034,PROD_CEM,RAW_MAT_CEM,,,,,,,,,,,,,,,,,,,0.73032
2498,2034,PROD_CEM,,,99999.0,,,,0.00024344,0.00024344,,,9.4015748e-05,99999.0,0.00024344,,,99999.0,,0.00019035322,2.4344,
2499,2034,PROD_CLK_TRAD,CLK_PROD,,,,,,,,,,,,,1.70408,1.70408,,,,,
2500,2034,PROD_CLK_TRAD,RAW_MAT_CLK,,,,,,,,,,,,,,,,,,,1.70408
2501,2034,PROD_CLK_TRAD,,CO2e_IPPU,,,,0.88663623,,,,,,,,,,,,,,
2502,2034,PROD_CLK_TRAD,,,99999.0,,,,0.000170408,0.000170408,,,6.5811024e-05,99999.0,0.000170408,,,99999.0,,0.00013324726,1.70408,
2503,2034,RAW_MAT_CEM,RAW_MAT_CEM,,,,,,,,,,,,,0.73032,0.73032,,,,,
2504,2034,RAW_MAT_CEM,,,99999.0,,,,7.3032e-05,7.3032e-05,,,2.8204725e-05,99999.0,7.3032e-05,,,99999.0,,5.7105967e-05,0.73032,
2505,2034,RAW_MAT_CLK,RAW_MAT_CLK,,,,,,,,,,,,,1.70408,1.70408,,,,,
2506,2034,RAW_MAT_CLK,,,99999.0,,,,0.000170408,0.000170408,,,6.5811024e-05,99999.0,0.000170408,,,99999.0,,0.00013324726,1.70408,
2507,2034,SF6_USE,SF6_USE,,,,,,,,,,,,,0.0223,0.0223,,,,,
2508,2034,SF6_USE,,CO2e_IPPU,,,,0.00053297,,,,,,,,,,,,,,
2509,2034,SF6_USE,,,0.0223,,,,2.23e-06,2.23e-06,,,8.6121886e-07,0.0223,2.23e-06,,,0.0223,,1.7437056e-06,0.0223,
2510,2034,T5AEROSOLSIPPU,AEROSOLS,,,,,,,,,,,,,,,,,,,0.0002
2511,2034,T5AEROSOLSIPPU,E5IPPUAEROSOLS,,,,,,,,,,,,,0.0002,0.0002,,,,,
2512,2034,T5AEROSOLSIPPU,,,99999.0,,,,2e-08,2e-08,,,,99999.0,2e-08,,,99999.0,,1.5638615e-08,0.0002,
2513,2034,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,,,,,,,,,,,,,,,,,,0.0008
2514,2034,T5CARBIDE_PRODIPPU,E5IPPUCARBIDE_PROD,,,,,,,,,,,,,0.0008,0.0008,,,,,
2515,2034,T5CARBIDE_PRODIPPU,,,99999.0,,,,8e-08,8e-08,,,3.0895744e-08,99999.0,8e-08,,,99999.0,,6.255446e-08,0.0008,
2516,2034,T5CARBONATEIPPU,CARBONATE,,,,,,,,,,,,,,,,,,,0.0265
2517,2034,T5CARBONATEIPPU,E5IPPUCARBONATE,,,,,,,,,,,,,0.0265,0.0265,,,,,
2518,2034,T5CARBONATEIPPU,,,99999.0,,,,2.65e-06,2.65e-06,,,1.0234215e-06,99999.0,2.65e-06,,,99999.0,,2.0721165e-06,0.0265,
2519,2034,T5CEM_PRODIND,CEM_PROD,,,,,,,,,,,,,,,,,,,2.4344
2520,2034,T5CEM_PRODIND,E5INDCEM_PROD,,,,,,,,,,,,,2.4344,2.4344,,,,,
2521,2034,T5CEM_PRODIND,,,99999.0,,,,0.00024344,0.00024344,,,9.4015748e-05,99999.0,0.00024344,,,99999.0,,0.00019035322,2.4344,
2522,2034,T5FIRE_PROTIPPU,E5IPPUFIRE_PROT,,,,,,,,,,,,,0.0006,0.0006,,,,,
2523,2034,T5FIRE_PROTIPPU,FIRE_PROT,,,,,,,,,,,,,,,,,,,0.0006
2524,2034,T5FIRE_PROTIPPU,,,99999.0,,,,6e-08,6e-08,,,2.3171808e-08,99999.0,6e-08,,,99999.0,,4.6915845e-08,0.0006,
2525,2034,T5FLUOR_GLASSIPPU,E5IPPUFLUOR_GLASS,,,,,,,,,,,,,0.002,0.002,,,,,
2526,2034,T5FLUOR_GLASSIPPU,FLUOR_GLASS,,,,,,,,,,,,,,,,,,,0.002
2527,2034,T5FLUOR_GLASSIPPU,,,99999.0,,,,2e-07,2e-07,,,7.723936e-08,99999.0,2e-07,,,99999.0,,1.5638615e-07,0.002,
2528,2034,T5GLASS_PRODIPPU,E5IPPUGLASS_PROD,,,,,,,,,,,,,0.044,0.044,,,,,
2529,2034,T5GLASS_PRODIPPU,GLASS_PROD,,,,,,,,,,,,,,,,,,,0.044
2530,2034,T5GLASS_PRODIPPU,,,99999.0,,,,4.4e-06,4.4e-06,,,1.6992659e-06,99999.0,4.4e-06,,,99999.0,,3.4404953e-06,0.044,
2531,2034,T5LIME_PRODIPPU,E5IPPULIME_PROD,,,,,,,,,,,,,0.0024,0.0024,,,,,
2532,2034,T5LIME_PRODIPPU,LIME_PROD,,,,,,,,,,,,,,,,,,,0.0024
2533,2034,T5LIME_PRODIPPU,,,99999.0,,,,2.4e-07,2.4e-07,,,9.2687231e-08,99999.0,2.4e-07,,,99999.0,,1.8766338e-07,0.0024,
2534,2034,T5LUBRI_GREASEIPPU,E5IPPULUBRI_GREASE,,,,,,,,,,,,,0.0005,0.0005,,,,,
2535,2034,T5LUBRI_GREASEIPPU,LUBRI_GREASE,,,,,,,,,,,,,,,,,,,0.0005
2536,2034,T5LUBRI_GREASEIPPU,,,99999.0,,,,5e-08,5e-08,,,1.930984e-08,99999.0,5e-08,,,99999.0,,3.9096538e-08,0.0005,
2537,2034,T5LUBRI_OILSIPPU,E5IPPULUBRI_OILS,,,,,,,,,,,,,0.065,0.065,,,,,
2538,2034,T5LUBRI_OILSIPPU,LUBRI_OILS,,,,,,,,,,,,,,,,,,,0.065
2539,2034,T5LUBRI_OILSIPPU,,,99999.0,,,,6.5e-06,6.5e-06,,,2.5102792e-06,99999.0,6.5e-06,,,99999.0,,5.0825499e-06,0.065,
2540,2034,T5PARAFFINIPPU,E5IPPUPARAFFIN,,,,,,,,,,,,,0.007,0.007,,,,,
2541,2034,T5PARAFFINIPPU,PARAFFIN,,,,,,,,,,,,,,,,,,,0.007
2542,2034,T5PARAFFINIPPU,,,99999.0,,,,7e-07,7e-07,,,2.7033776e-07,99999.0,7e-07,,,99999.0,,5.4735153e-07,0.007,
2543,2034,T5REFR_ACIPPU,E5IPPUREFR_AC,,,,,,,,,,,,,0.6336,0.6336,,,,,
2544,2034,T5REFR_ACIPPU,REFR_AC,,,,,,,,,,,,,,,,,,,0.6336
2545,2034,T5REFR_ACIPPU,,,99999.0,,,,6.336e-05,6.336e-05,,,2.4469429e-05,99999.0,6.336e-05,,,99999.0,,4.9543133e-05,0.6336,
2546,2034,T5SF6_USEIPPU,E5IPPUSF6_USE,,,,,,,,,,,,,0.0223,0.0223,,,,,
2547,2034,T5SF6_USEIPPU,SF6_USE,,,,,,,,,,,,,,,,,,,0.0223
2548,2034,T5SF6_USEIPPU,,,99999.0,,,,2.23e-06,2.23e-06,,,8.6121886e-07,99999.0,2.23e-06,,,99999.0,,1.7437056e-06,0.0223,
2549,2034,,E5INDCEM_PROD,,,,,,,,2.4344,,,,,,,,,,,
2550,2034,,E5IPPUAEROSOLS,,,,,,,,0.0002,,,,,,,,,,,
2551,2034,,E5IPPUCARBIDE_PROD,,,,,,,,0.0008,,,,,,,,,,,
2552,2034,,E5IPPUCARBONATE,,,,,,,,0.0265,,,,,,,,,,,
2553,2034,,E5IPPUFIRE_PROT,,,,,,,,0.0006,,,,,,,,,,,
2554,2034,,E5IPPUFLUOR_GLASS,,,,,,,,0.002,,,,,,,,,,,
2555,2034,,E5IPPUGLASS_PROD,,,,,,,,0.044,,,,,,,,,,,
2556,2034,,E5IPPULIME_PROD,,,,,,,,0.0024,,,,,,,,,,,
2557,2034,,E5IPPULUBRI_GREASE,,,,,,,,0.0005,,,,,,,,,,,
2558,2034,,E5IPPULUBRI_OILS,,,,,,,,0.065,,,,,,,,,,,
2559,2034,,E5IPPUPARAFFIN,,,,,,,,0.007,,,,,,,,,,,
2560,2034,,E5IPPUREFR_AC,,,,,,,,0.6336,,,,,,,,,,,
2561,2034,,E5IPPUSF6_USE,,,,,,,,0.0223,,,,,,,,,,,
2562,2034,,,CO2e_IPPU,,1.624369,,,,,,,,,,,,,,,,
2563,2034,,,,,,,,,,,6.7436232e-05,,,,,,,0.00083018214,,,
2564,2034,,,,,,,,,,,2.8901242e-05,,,,,,,0.00083018214,,,
2565,2034,,,,,,,,,,,9.497615e-08,,,,,,,0.00083018214,,,
2566,2034,,,,,,,,,,,1.7412294e-06,,,,,,,0.00083018214,,,
2567,2034,,,,,,,,,,,1.048695e-06,,,,,,,0.00083018214,,,
2568,2034,,,,,,,,,,,3.1658717e-08,,,,,,,0.00083018214,,,
2569,2034,,,,,,,,,,,2.5722707e-06,,,,,,,0.00083018214,,,
2570,2034,,,,,,,,,,,1.9786698e-08,,,,,,,0.00083018214,,,
2571,2034,,,,,,,,,,,2.7701377e-07,,,,,,,0.00083018214,,,
2572,2034,,,,,,,,,,,2.5073704e-05,,,,,,,0.00083018214,,,
2573,2034,,,,,,,,,,,2.3744037e-08,,,,,,,0.00083018214,,,
2574,2034,,,,,,,,,,,7.9146791e-08,,,,,,,0.00083018214,,,
2575,2034,,,,,,,,,,,8.8248672e-07,,,,,,,0.00083018214,,,
2576,2034,,,,,,,,,,,6.7436232e-05,,,,,,,0.00083018214,,,
2577,2034,,,,,,,,,,,9.6337474e-05,,,,,,,0.00083018214,,,
2578,2034,,,,,,,,,,,9.6337474e-05,,,,,,,0.00083018214,,,
2579,2034,,,,,,,,,,,9.497615e-08,,,,,,,0.00083018214,,,
2580,2034,,,,,,,,,,,1.7412294e-06,,,,,,,0.00083018214,,,
2581,2034,,,,,,,,,,,1.048695e-06,,,,,,,0.00083018214,,,
2582,2034,,,,,,,,,,,3.1658717e-08,,,,,,,0.00083018214,,,
2583,2034,,,,,,,,,,,2.5722707e-06,,,,,,,0.00083018214,,,
2584,2034,,,,,,,,,,,1.9786698e-08,,,,,,,0.00083018214,,,
2585,2034,,,,,,,,,,,2.7701377e-07,,,,,,,0.00083018214,,,
2586,2034,,,,,,,,,,,2.5073704e-05,,,,,,,0.00083018214,,,
2587,2034,,,,,,,,,,,2.3744037e-08,,,,,,,0.00083018214,,,
2588,2034,,,,,,,,,,,7.9146791e-08,,,,,,,0.00083018214,,,
2589,2034,,,,,,,,,,,8.8248672e-07,,,,,,,0.00083018214,,,
